Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,895898,-,-,-,34.1,-117.29,-8,316,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2023,1,1,0,0,13.100000000000001,1.18,0.026000000000000002,0.63,0,0,0,8,3,10.700000000000001,0,0,8,0,0.307,85.64,168.79,0.91,0.16,970,2.3000000000000003,219,5.5
2023,1,1,0,10,13,1.18,0.026000000000000002,0.63,0,0,0,8,3,10.700000000000001,0,0,8,0,0.308,86.2,168.27,0.91,0.16,970,2.3000000000000003,221,5.4
2023,1,1,0,20,12.9,1.18,0.026000000000000002,0.63,0,0,0,8,3,10.700000000000001,0,0,8,0,0.309,86.77,167.39000000000001,0.92,0.16,970,2.2,224,5.300000000000001
2023,1,1,0,30,12.8,1.18,0.026000000000000002,0.63,0,0,0,8,3,10.700000000000001,0,0,8,0,0.31,87.33,166.21,0.93,0.16,970,2.2,226,5.300000000000001
2023,1,1,0,40,12.700000000000001,1.08,0.048,0.63,0,0,0,8,3,10,0,0,8,0,0.311,83.86,164.8,0.93,0.16,970,2.1,228,5.2
2023,1,1,0,50,12.600000000000001,1.08,0.048,0.63,0,0,0,8,3,10,0,0,8,0,0.312,84.41,163.23,0.9400000000000001,0.16,970,2.1,230,5.1000000000000005
2023,1,1,1,0,12.5,1.08,0.048,0.63,0,0,0,8,3,10,0,0,8,0,0.314,84.96000000000001,161.54,0.9500000000000001,0.16,970,2,232,5
2023,1,1,1,10,12.4,1.08,0.048,0.63,0,0,0,8,3,10,0,0,8,0,0.314,85.52,159.75,0.9500000000000001,0.16,970,2,233,4.800000000000001
2023,1,1,1,20,12.200000000000001,1.08,0.048,0.63,0,0,0,8,3,10,0,0,8,0,0.315,86.65,157.89000000000001,0.9500000000000001,0.16,970,1.9000000000000001,234,4.6000000000000005
2023,1,1,1,30,12.100000000000001,1.08,0.048,0.63,0,0,0,8,3,10,0,0,8,0,0.315,87.13,155.99,0.9500000000000001,0.16,969,1.9000000000000001,234,4.4
2023,1,1,1,40,11.9,1.01,0.054,0.63,0,0,0,8,3,9.200000000000001,0,0,8,0,0.316,83.32000000000001,154.04,0.9500000000000001,0.16,969,1.8,235,4.2
2023,1,1,1,50,11.8,1.01,0.054,0.63,0,0,0,8,3,9.200000000000001,0,0,8,0,0.316,83.87,152.06,0.9500000000000001,0.16,969,1.8,235,4
2023,1,1,2,0,11.700000000000001,1.01,0.054,0.63,0,0,0,8,3,9.200000000000001,0,0,8,0,0.317,84.42,150.05,0.9500000000000001,0.16,969,1.8,236,3.8000000000000003
2023,1,1,2,10,11.600000000000001,1.01,0.054,0.63,0,0,0,8,3,9.200000000000001,0,0,8,0,0.317,84.98,148.03,0.9500000000000001,0.16,969,1.7000000000000002,236,3.7
2023,1,1,2,20,11.5,1.01,0.054,0.63,0,0,0,8,3,9.200000000000001,0,0,8,0,0.317,85.54,145.99,0.9500000000000001,0.16,969,1.7000000000000002,236,3.6
2023,1,1,2,30,11.4,1.01,0.054,0.63,0,0,0,8,3,9.200000000000001,0,0,8,0,0.318,86.11,143.94,0.9400000000000001,0.16,969,1.7000000000000002,236,3.5
2023,1,1,2,40,11.4,0.99,0.048,0.63,0,0,0,8,3,8.700000000000001,0,0,8,0,0.318,83.59,141.89000000000001,0.9400000000000001,0.16,969,1.6,237,3.4000000000000004
2023,1,1,2,50,11.3,0.99,0.048,0.63,0,0,0,8,3,8.700000000000001,0,0,8,0,0.318,84.14,139.82,0.9400000000000001,0.16,969,1.6,237,3.3000000000000003
2023,1,1,3,0,11.200000000000001,0.99,0.048,0.63,0,0,0,8,3,8.700000000000001,0,0,8,0,0.319,84.7,137.76,0.9400000000000001,0.16,969,1.6,237,3.2
2023,1,1,3,10,11.200000000000001,0.99,0.048,0.63,0,0,0,8,3,8.700000000000001,0,0,8,0,0.319,84.7,135.69,0.9400000000000001,0.16,969,1.5,238,3.1
2023,1,1,3,20,11.100000000000001,0.99,0.048,0.63,0,0,0,8,3,8.700000000000001,0,0,8,0,0.319,85.26,133.62,0.9400000000000001,0.16,969,1.5,239,3.1
2023,1,1,3,30,11.100000000000001,0.99,0.048,0.63,0,0,0,8,3,8.700000000000001,0,0,8,0,0.32,85.26,131.55,0.9500000000000001,0.16,969,1.5,241,3
2023,1,1,3,40,11,1.03,0.07100000000000001,0.63,0,0,0,8,3,8.4,0,0,8,0,0.32,83.74,129.48,0.9500000000000001,0.16,969,1.5,242,2.9000000000000004
2023,1,1,3,50,11,1.03,0.07100000000000001,0.63,0,0,0,8,3,8.4,0,0,8,0,0.321,83.74,127.42,0.9500000000000001,0.16,969,1.4000000000000001,243,2.9000000000000004
2023,1,1,4,0,10.9,1.03,0.07100000000000001,0.63,0,0,0,8,3,8.3,0,0,8,0,0.321,84.21000000000001,125.36,0.9500000000000001,0.16,968,1.4000000000000001,245,2.8000000000000003
2023,1,1,4,10,10.8,1.03,0.07100000000000001,0.63,0,0,0,8,3,8.3,0,0,8,0,0.322,84.77,123.3,0.9500000000000001,0.16,968,1.4000000000000001,247,2.8000000000000003
2023,1,1,4,20,10.8,1.03,0.07100000000000001,0.63,0,0,0,8,3,8.4,0,0,8,0,0.323,84.86,121.25,0.9500000000000001,0.16,969,1.4000000000000001,249,2.7
2023,1,1,4,30,10.8,1.03,0.07100000000000001,0.63,0,0,0,8,3,8.4,0,0,8,0,0.323,84.86,119.2,0.9500000000000001,0.16,969,1.4000000000000001,251,2.7
2023,1,1,4,40,10.700000000000001,1.09,0.07,0.63,0,0,0,8,3,7.9,0,0,8,0,0.324,83.08,117.16,0.9500000000000001,0.16,969,1.3,253,2.7
2023,1,1,4,50,10.700000000000001,1.09,0.07,0.63,0,0,0,8,3,7.9,0,0,8,0,0.324,83.08,115.13,0.9500000000000001,0.16,969,1.3,255,2.6
2023,1,1,5,0,10.600000000000001,1.09,0.07,0.63,0,0,0,8,3,7.9,0,0,8,0,0.325,83.64,113.11,0.9500000000000001,0.16,969,1.3,257,2.6
2023,1,1,5,10,10.5,1.09,0.07,0.63,0,0,0,8,3,7.9,0,0,8,0,0.325,84.2,111.10000000000001,0.9500000000000001,0.16,969,1.3,259,2.6
2023,1,1,5,20,10.4,1.09,0.07,0.63,0,0,0,8,3,7.9,0,0,8,0,0.325,84.76,109.10000000000001,0.9400000000000001,0.16,969,1.3,261,2.5
2023,1,1,5,30,10.200000000000001,1.09,0.07,0.63,0,0,0,8,3,7.9,0,0,8,0,0.325,85.89,107.11,0.9400000000000001,0.16,969,1.2000000000000002,263,2.5
2023,1,1,5,40,10.100000000000001,1.16,0.057,0.63,0,0,0,8,3,7.1000000000000005,0,0,8,0,0.325,81.78,105.13,0.9400000000000001,0.16,969,1.2000000000000002,265,2.4000000000000004
2023,1,1,5,50,10,1.16,0.057,0.63,0,0,0,8,3,7.1000000000000005,0,0,8,0,0.325,82.33,103.17,0.9400000000000001,0.16,969,1.2000000000000002,266,2.4000000000000004
2023,1,1,6,0,9.9,1.16,0.057,0.63,0,0,0,8,3,7.1000000000000005,0,0,8,0,0.326,82.88,101.22,0.93,0.16,969,1.2000000000000002,268,2.4000000000000004
2023,1,1,6,10,9.9,1.16,0.057,0.63,0,0,0,8,3,7.1000000000000005,0,0,8,0,0.325,82.88,99.28,0.93,0.16,969,1.2000000000000002,269,2.4000000000000004
2023,1,1,6,20,9.8,1.16,0.057,0.63,0,0,0,8,3,7.1000000000000005,0,0,8,0,0.324,83.43,97.37,0.93,0.16,969,1.2000000000000002,270,2.4000000000000004
2023,1,1,6,30,9.8,1.16,0.057,0.63,0,0,0,8,3,7.1000000000000005,0,0,8,0,0.324,83.43,95.47,0.93,0.16,969,1.2000000000000002,270,2.4000000000000004
2023,1,1,6,40,9.700000000000001,1.2,0.058,0.63,0,0,0,8,3,6.6000000000000005,0,0,8,0,0.323,81,93.59,0.93,0.16,969,1.2000000000000002,271,2.4000000000000004
2023,1,1,6,50,9.700000000000001,1.2,0.058,0.63,0,0,0,8,3,6.6000000000000005,0,0,8,0,0.322,81,91.73,0.93,0.16,969,1.1,272,2.4000000000000004
2023,1,1,7,0,9.700000000000001,1.2,0.058,0.63,0,0,0,8,3,6.6000000000000005,0,0,8,0,0.321,81.09,89.45,0.93,0.16,970,1.1,272,2.4000000000000004
2023,1,1,7,10,9.8,1.2,0.058,0.63,16,205,24,8,3,6.6000000000000005,5,0,8,5,0.321,80.54,87.81,0.93,0.16,970,1.1,273,2.5
2023,1,1,7,20,10,1.2,0.058,0.63,24,311,45,8,3,6.6000000000000005,9,0,8,9,0.32,79.48,86.11,0.93,0.16,970,1.1,273,2.7
2023,1,1,7,30,10.100000000000001,1.2,0.058,0.63,31,399,70,8,3,6.6000000000000005,14,0,8,14,0.319,78.95,84.4,0.93,0.16,970,1.1,273,2.8000000000000003
2023,1,1,7,40,10.3,1.23,0.051000000000000004,0.63,36,489,98,8,3,6.300000000000001,18,0,8,18,0.319,76.45,82.7,0.93,0.16,970,1.1,273,3
2023,1,1,7,50,10.4,1.23,0.051000000000000004,0.63,41,549,126,8,3,6.300000000000001,23,0,8,23,0.318,75.95,81.02,0.93,0.16,970,1.1,274,3.1
2023,1,1,8,0,10.600000000000001,1.23,0.051000000000000004,0.63,45,599,156,8,3,6.300000000000001,29,0,8,29,0.317,74.94,79.37,0.93,0.16,970,1.1,274,3.3000000000000003
2023,1,1,8,10,10.8,1.23,0.051000000000000004,0.63,49,642,185,8,3,6.300000000000001,33,0,8,33,0.317,73.96000000000001,77.75,0.93,0.16,970,1.1,273,3.4000000000000004
2023,1,1,8,20,11,1.23,0.051000000000000004,0.63,52,679,214,8,3,6.300000000000001,38,0,8,38,0.316,72.98,76.17,0.92,0.16,970,1.1,273,3.5
2023,1,1,8,30,11.200000000000001,1.23,0.051000000000000004,0.63,55,711,244,8,3,6.300000000000001,42,0,8,42,0.316,72.02,74.62,0.92,0.16,970,1.1,272,3.6
2023,1,1,8,40,11.5,1.25,0.043000000000000003,0.63,55,752,274,8,3,5.800000000000001,46,0,8,46,0.316,67.92,73.12,0.92,0.16,970,1.1,272,3.7
2023,1,1,8,50,11.700000000000001,1.25,0.043000000000000003,0.63,58,776,302,8,3,5.800000000000001,50,0,8,50,0.315,67.03,71.67,0.92,0.16,970,1.1,271,3.8000000000000003
2023,1,1,9,0,11.9,1.25,0.043000000000000003,0.63,60,796,329,8,3,5.800000000000001,54,0,8,54,0.315,66.16,70.26,0.92,0.16,970,1.1,270,3.9000000000000004
