Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,778706,-,-,-,35.38,-119.01,-8,128,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,5.300000000000001,1.1,0.061,0.64,0,0,0,0,0,3.1,0,0,0,0,0.298,85.75,167.59,0.89,0.15,1002,0.8,167,0.8
2021,1,1,0,10,5.300000000000001,1.1,0.061,0.64,0,0,0,0,0,3.1,0,0,0,0,0.298,85.75,167.39000000000001,0.89,0.15,1002,0.8,166,0.8
2021,1,1,0,20,5.2,1.1,0.061,0.64,0,0,0,0,0,3.1,0,0,0,0,0.298,86.35000000000001,166.82,0.89,0.15,1002,0.8,165,0.8
2021,1,1,0,30,5.2,1.1,0.061,0.64,0,0,0,0,0,3.1,0,0,0,0,0.297,86.43,165.94,0.89,0.15,1003,0.8,163,0.8
2021,1,1,0,40,5.1000000000000005,1.12,0.059000000000000004,0.64,0,0,0,0,0,3.2,0,0,0,0,0.297,87.33,164.8,0.89,0.15,1003,0.8,162,0.8
2021,1,1,0,50,5,1.12,0.059000000000000004,0.64,0,0,0,0,0,3.2,0,0,0,0,0.297,87.94,163.45000000000002,0.89,0.15,1003,0.8,161,0.8
2021,1,1,1,0,5,1.12,0.059000000000000004,0.64,0,0,0,0,0,3.2,0,0,0,0,0.297,87.94,161.94,0.89,0.15,1003,0.8,160,0.8
2021,1,1,1,10,5,1.12,0.059000000000000004,0.64,0,0,0,0,0,3.2,0,0,0,0,0.297,87.94,160.31,0.89,0.15,1003,0.8,157,0.8
2021,1,1,1,20,5,1.12,0.059000000000000004,0.64,0,0,0,0,0,3.2,0,0,0,0,0.297,87.94,158.59,0.89,0.15,1003,0.8,155,0.8
2021,1,1,1,30,4.9,1.12,0.059000000000000004,0.64,0,0,0,0,0,3.2,0,0,0,0,0.297,88.55,156.79,0.89,0.15,1003,0.8,153,0.8
